product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod018,Cus022,Mark002,2020-04-16,7,15315,"INR"
Prod018,Cus016,Mark002,2020-04-17,5,11171,"INR"
Prod018,Cus024,Mark002,2020-04-20,1,338,"INR"
Prod018,Cus022,Mark002,2020-04-20,13,28269,"INR"
Prod018,Cus025,Mark002,2020-04-21,8,17495,"INR"
Prod018,Cus016,Mark002,2020-04-22,23,48880,"INR"
Prod018,Cus022,Mark002,2020-04-22,13,30625,"INR"
Prod018,Cus024,Mark002,2020-04-27,1,681,"INR"
Prod018,Cus016,Mark002,2020-04-28,14,28282,"INR"
Prod018,Cus022,Mark002,2020-04-30,7,15315,"INR"
Prod018,Cus022,Mark002,2020-04-30,13,28269,"INR"
Prod018,Cus022,Mark002,2020-05-01,7,15315,"INR"
Prod018,Cus016,Mark002,2020-05-05,33,68796,"INR"
Prod018,Cus022,Mark002,2020-05-05,13,30625,"INR"
Prod018,Cus024,Mark002,2020-05-05,1,338,"INR"
Prod018,Cus022,Mark002,2020-05-06,7,15315,"INR"
Prod018,Cus016,Mark002,2020-05-08,128,268505,"INR"
Prod018,Cus025,Mark002,2020-05-12,8,17495,"INR"
Prod018,Cus022,Mark002,2020-05-12,13,28269,"INR"
Prod018,Cus016,Mark002,2020-05-14,11,22343,"INR"
Prod018,Cus025,Mark002,2020-05-18,7,15551,"INR"
Prod018,Cus022,Mark002,2020-05-18,13,28269,"INR"
Prod018,Cus016,Mark002,2020-05-21,34,71231,"INR"
Prod018,Cus016,Mark002,2020-05-22,5,9426,"INR"
Prod018,Cus022,Mark002,2020-05-26,7,15315,"INR"
Prod018,Cus024,Mark002,2020-05-26,1,1356,"INR"
Prod018,Cus022,Mark002,2020-05-27,13,30625,"INR"
Prod018,Cus022,Mark002,2020-05-27,13,28269,"INR"
Prod018,Cus025,Mark002,2020-05-29,8,17495,"INR"
Prod018,Cus016,Mark002,2020-05-30,62,129889,"INR"
Prod018,Cus011,Mark003,2020-06-02,1,875,"INR"
Prod018,Cus016,Mark002,2020-06-02,5,10829,"INR"
Prod018,Cus022,Mark002,2020-06-02,13,28269,"INR"
Prod018,Cus016,Mark002,2020-06-03,3,6287,"INR"
Prod018,Cus022,Mark002,2020-06-03,27,61255,"INR"
Prod018,Cus016,Mark002,2020-06-04,15,31421,"INR"
Prod018,Cus022,Mark002,2020-06-04,13,30625,"INR"
Prod018,Cus025,Mark002,2020-06-04,15,34986,"INR"
Prod018,Cus022,Mark002,2020-06-04,13,28269,"INR"
Prod018,Cus016,Mark002,2020-06-05,15,31079,"INR"
Prod018,Cus011,Mark003,2020-06-08,1,875,"INR"
Prod018,Cus016,Mark002,2020-06-08,11,21995,"INR"
Prod018,Cus024,Mark002,2020-06-08,1,338,"INR"
Prod018,Cus025,Mark002,2020-06-11,8,17495,"INR"
Prod018,Cus016,Mark002,2020-06-12,34,70181,"INR"
Prod018,Cus025,Mark002,2020-06-15,8,17495,"INR"
Prod019,Cus007,Mark004,2017-10-09,1,1606,"INR"
Prod019,Cus007,Mark004,2017-10-11,1,269,"INR"
Prod019,Cus007,Mark004,2017-10-12,1,269,"INR"
Prod019,Cus007,Mark004,2017-10-13,3,4014,"INR"
Prod019,Cus007,Mark004,2017-10-16,1,269,"INR"
Prod019,Cus007,Mark004,2017-10-19,1,1069,"INR"
Prod019,Cus007,Mark004,2017-10-20,2,3481,"INR"
Prod019,Cus007,Mark004,2017-10-25,1,801,"INR"
Prod019,Cus007,Mark004,2017-10-27,2,2944,"INR"
Prod019,Cus007,Mark004,2017-11-03,2,3481,"INR"
Prod019,Cus007,Mark004,2017-11-06,4,5361,"INR"
Prod019,Cus007,Mark004,2017-11-10,2,3417,"INR"
Prod019,Cus007,Mark004,2017-11-16,1,736,"INR"
Prod019,Cus007,Mark004,2017-11-17,1,977,"INR"
Prod019,Cus005,Mark004,2017-11-22,3,3153,"INR"
Prod019,Cus007,Mark004,2017-11-24,2,3176,"INR"
Prod019,Cus007,Mark004,2017-11-27,1,977,"INR"
Prod019,Cus007,Mark004,2017-12-05,1,486,"INR"
Prod019,Cus007,Mark004,2017-12-11,2,2194,"INR"
Prod019,Cus007,Mark004,2017-12-15,1,245,"INR"
Prod019,Cus007,Mark004,2017-12-18,2,3412,"INR"
Prod019,Cus005,Mark004,2017-12-19,1,315,"INR"
Prod019,Cus007,Mark004,2017-12-22,1,731,"INR"
Prod019,Cus007,Mark004,2017-12-27,4,5116,"INR"
Prod019,Cus007,Mark004,2017-12-28,1,486,"INR"
Prod019,Cus007,Mark004,2018-01-02,3,4389,"INR"
Prod019,Cus007,Mark004,2018-01-03,8,11704,"INR"
Prod019,Cus007,Mark004,2018-01-05,1,1708,"INR"
Prod019,Cus007,Mark004,2018-01-08,6,8287,"INR"
Prod019,Cus007,Mark004,2018-01-16,1,245,"INR"
Prod019,Cus007,Mark004,2018-01-30,1,245,"INR"
Prod019,Cus007,Mark004,2018-02-02,1,486,"INR"
Prod019,Cus007,Mark004,2018-02-05,2,2440,"INR"
Prod019,Cus007,Mark004,2018-02-12,1,486,"INR"
Prod019,Cus007,Mark004,2018-02-16,1,1708,"INR"
Prod019,Cus005,Mark004,2018-02-19,1,157,"INR"
Prod019,Cus007,Mark004,2018-02-19,2,2194,"INR"
Prod019,Cus007,Mark004,2018-02-21,33,15278,"INR"
Prod019,Cus007,Mark004,2018-02-22,1,245,"INR"
Prod019,Cus007,Mark004,2018-02-23,1,1468,"INR"
Prod019,Cus007,Mark004,2018-02-26,4,5606,"INR"
Prod019,Cus007,Mark004,2018-03-02,1,1218,"INR"
Prod019,Cus007,Mark004,2018-03-05,3,3653,"INR"
Prod019,Cus007,Mark004,2018-03-09,2,3171,"INR"
Prod019,Cus007,Mark004,2018-03-12,6,8532,"INR"
Prod019,Cus007,Mark004,2018-03-19,1,731,"INR"
Prod019,Cus007,Mark004,2018-03-23,1,731,"INR"
Prod019,Cus007,Mark004,2018-03-27,6,8287,"INR"
Prod020,Cus001,Mark001,2017-10-10,140,153019,"INR"
Prod020,Cus007,Mark004,2017-10-16,1,815,"INR"
Prod020,Cus001,Mark001,2017-10-25,47,51005,"INR"
Prod020,Cus001,Mark001,2017-11-14,47,51005,"INR"
Prod020,Cus007,Mark004,2018-02-08,31,22148,"INR"
Prod021,Cus010,Mark003,2017-10-04,4,9032,"INR"
Prod021,Cus012,Mark003,2017-10-05,5,13199,"INR"
Prod021,Cus010,Mark003,2017-10-05,1,1644,"INR"
Prod021,Cus027,Mark003,2017-10-05,13,42954,"INR"
Prod021,Cus010,Mark003,2017-10-06,1,3287,"INR"
Prod021,Cus027,Mark003,2017-10-06,13,41880,"INR"
Prod021,Cus011,Mark003,2017-10-06,3,8713,"INR"
Prod021,Cus003,Mark003,2017-10-06,13,30528,"INR"
Prod021,Cus003,Mark006,2017-10-10,1,0,"INR"
Prod021,Cus010,Mark003,2017-10-11,3,8213,"INR"
Prod021,Cus027,Mark003,2017-10-11,3,10736,"INR"
Prod021,Cus003,Mark003,2017-10-11,1,764,"INR"
Prod021,Cus012,Mark003,2017-10-12,1,3519,"INR"
Prod021,Cus027,Mark003,2017-10-12,13,42954,"INR"
Prod021,Cus003,Mark003,2017-10-12,1,1528,"INR"
Prod021,Cus010,Mark003,2017-10-13,1,819,"INR"
Prod021,Cus027,Mark003,2017-10-13,7,21477,"INR"
Prod021,Cus011,Mark003,2017-10-13,1,4356,"INR"
Prod021,Cus003,Mark003,2017-10-13,2,4583,"INR"
Prod021,Cus027,Mark006,2017-10-16,1,0,"INR"
Prod021,Cus010,Mark003,2017-10-16,1,2463,"INR"
Prod021,Cus027,Mark003,2017-10-16,3,10736,"INR"
Prod021,Cus003,Mark003,2017-10-16,1,764,"INR"
Prod021,Cus027,Mark003,2017-10-17,13,42954,"INR"
Prod021,Cus003,Mark006,2017-10-18,1,0,"INR"
Prod021,Cus010,Mark003,2017-10-18,2,4926,"INR"
Prod021,Cus003,Mark006,2017-10-19,1,0,"INR"
Prod021,Cus012,Mark003,2017-10-19,3,8801,"INR"
Prod021,Cus010,Mark003,2017-10-19,1,3282,"INR"
Prod021,Cus003,Mark003,2017-10-19,1,1528,"INR"
Prod021,Cus010,Mark003,2017-10-20,1,819,"INR"
Prod021,Cus011,Mark003,2017-10-20,3,10889,"INR"
Prod021,Cus003,Mark003,2017-10-20,1,2292,"INR"
Prod021,Cus003,Mark003,2017-10-23,1,764,"INR"
Prod021,Cus010,Mark003,2017-10-25,2,5750,"INR"
Prod021,Cus012,Mark003,2017-10-26,2,5278,"INR"
Prod021,Cus010,Mark003,2017-10-26,1,819,"INR"
Prod021,Cus027,Mark003,2017-10-26,7,21477,"INR"
Prod021,Cus010,Mark003,2017-10-27,1,1644,"INR"
Prod021,Cus011,Mark003,2017-10-27,2,5444,"INR"
Prod021,Cus003,Mark003,2017-10-27,1,2292,"INR"
Prod021,Cus010,Mark003,2017-10-31,1,2463,"INR"
Prod021,Cus012,Mark003,2017-11-02,3,7921,"INR"
Prod021,Cus010,Mark003,2017-11-02,1,819,"INR"
Prod021,Cus003,Mark003,2017-11-02,1,1528,"INR"
Prod021,Cus010,Mark003,2017-11-03,1,819,"INR"
Prod021,Cus003,Mark003,2017-11-03,14,32819,"INR"
Prod021,Cus010,Mark003,2017-11-06,1,1644,"INR"
Prod021,Cus004,Mark003,2017-11-06,3,10736,"INR"
Prod021,Cus011,Mark003,2017-11-07,3,8708,"INR"
Prod021,Cus010,Mark003,2017-11-09,1,819,"INR"
Prod021,Cus003,Mark003,2017-11-09,1,764,"INR"
Prod021,Cus003,Mark003,2017-11-10,1,2292,"INR"
Prod021,Cus003,Mark003,2017-11-14,1,764,"INR"
Prod021,Cus012,Mark003,2018-01-02,1,880,"INR"
Prod021,Cus003,Mark003,2018-02-12,2,3435,"INR"
Prod021,Cus028,Mark003,2018-11-26,12,17319,"INR"
Prod022,Cus029,Mark002,2018-10-01,30,52097,"INR"
Prod022,Cus025,Mark002,2019-11-07,3,4069,"INR"
Prod023,Cus003,Mark003,2018-04-19,1,671,"INR"
Prod023,Cus004,Mark003,2018-04-19,3,9148,"INR"
Prod023,Cus003,Mark003,2018-04-20,1,2009,"INR"
Prod023,Cus003,Mark003,2018-04-23,1,1343,"INR"
Prod023,Cus003,Mark003,2018-04-25,2,4028,"INR"
Prod023,Cus003,Mark003,2018-04-26,7,13407,"INR"
Prod023,Cus013,Mark003,2018-04-27,1,2940,"INR"
Prod023,Cus023,Mark002,2018-06-11,2,2208,"INR"
Prod024,Cus016,Mark002,2017-10-05,1,1514,"INR"
Prod024,Cus016,Mark002,2017-10-06,14,21218,"INR"
Prod024,Cus016,Mark002,2017-10-12,2,3032,"INR"
Prod024,Cus016,Mark002,2017-10-13,10,14648,"INR"
Prod024,Cus016,Mark002,2017-10-19,1,1009,"INR"
Prod024,Cus016,Mark002,2017-10-20,24,36880,"INR"
Prod024,Cus016,Mark002,2017-10-26,3,5056,"INR"
Prod024,Cus016,Mark002,2017-10-27,58,87907,"INR"
Prod024,Cus016,Mark002,2017-11-03,45,68208,"INR"
Prod024,Cus016,Mark002,2017-11-10,1,2023,"INR"
Prod024,Cus007,Mark004,2017-11-17,1,736,"INR"
Prod024,Cus016,Mark002,2017-11-17,1,505,"INR"
Prod024,Cus016,Mark002,2017-11-24,8,11620,"INR"
Prod024,Cus016,Mark002,2017-12-01,46,70227,"INR"
Prod024,Cus016,Mark002,2017-12-08,13,20208,"INR"
Prod024,Cus016,Mark002,2017-12-15,13,20208,"INR"
Prod024,Cus007,Mark004,2017-12-19,1,736,"INR"
Prod024,Cus016,Mark002,2017-12-22,25,38398,"INR"
Prod024,Cus016,Mark002,2018-01-02,2,4190,"INR"
Prod024,Cus016,Mark002,2018-01-05,38,67648,"INR"
Prod024,Cus007,Mark004,2018-01-09,9,20574,"INR"
Prod024,Cus007,Mark004,2018-01-10,16,36005,"INR"
Prod024,Cus016,Mark002,2018-01-12,32,58069,"INR"
Prod024,Cus007,Mark004,2018-01-16,1,736,"INR"
Prod024,Cus007,Mark004,2018-01-17,1,736,"INR"
Prod024,Cus016,Mark002,2018-01-19,36,64056,"INR"
Prod024,Cus016,Mark002,2018-01-26,56,100574,"INR"
Prod024,Cus016,Mark002,2018-02-01,1,1199,"INR"
Prod024,Cus007,Mark004,2018-02-02,1,736,"INR"
Prod024,Cus016,Mark002,2018-02-02,25,44907,"INR"
Prod024,Cus007,Mark004,2018-02-07,44,96991,"INR"
Prod024,Cus011,Mark006,2018-03-05,5,11264,"INR"
Prod024,Cus007,Mark004,2018-03-05,9,19102,"INR"
Prod024,Cus011,Mark006,2018-03-12,132,279486,"INR"
Prod024,Cus007,Mark004,2018-03-12,25,54375,"INR"
Prod024,Cus007,Mark004,2018-03-19,1,736,"INR"
Prod024,Cus007,Mark004,2018-03-21,39,86713,"INR"
Prod024,Cus007,Mark004,2018-03-22,44,96995,"INR"
Prod024,Cus007,Mark004,2018-03-23,23,50699,"INR"
Prod024,Cus007,Mark004,2018-03-26,23,50704,"INR"
Prod024,Cus007,Mark004,2018-03-27,3,5875,"INR"
Prod024,Cus007,Mark004,2018-04-03,1,1468,"INR"
Prod024,Cus007,Mark004,2018-04-09,11,23519,"INR"
Prod024,Cus007,Mark004,2018-04-13,10,22778,"INR"
Prod024,Cus007,Mark004,2018-04-16,12,25718,"INR"
Prod024,Cus017,Mark007,2018-04-17,17,16667,"INR"
Prod024,Cus007,Mark004,2018-04-20,11,23514,"INR"
Prod024,Cus007,Mark004,2018-04-23,10,21310,"INR"
Prod024,Cus017,Mark007,2018-04-24,75,75000,"INR"
Prod024,Cus007,Mark004,2018-04-26,8,18370,"INR"
Prod024,Cus007,Mark004,2018-04-27,12,25713,"INR"
Prod024,Cus007,Mark004,2018-05-04,2,4407,"INR"
Prod024,Cus007,Mark004,2018-05-07,9,20574,"INR"
Prod024,Cus007,Mark004,2018-05-08,5,11759,"INR"
Prod024,Cus007,Mark004,2018-05-09,1,1468,"INR"
Prod024,Cus007,Mark004,2018-05-14,2,3676,"INR"
Prod024,Cus007,Mark004,2018-05-15,4,8819,"INR"
Prod024,Cus007,Mark004,2018-05-18,7,18921,"INR"
Prod024,Cus007,Mark004,2018-05-22,10,26130,"INR"
Prod024,Cus007,Mark004,2018-05-28,16,42347,"INR"
Prod024,Cus007,Mark004,2018-06-04,16,43245,"INR"
Prod024,Cus007,Mark004,2018-06-12,16,43245,"INR"
Prod024,Cus007,Mark004,2018-06-13,12,33338,"INR"
Prod024,Cus007,Mark004,2018-06-14,71,191912,"INR"
Prod024,Cus017,Mark007,2018-06-15,23,23333,"INR"
Prod024,Cus007,Mark004,2018-06-22,75,202722,"INR"
Prod024,Cus007,Mark004,2018-07-02,70,188301,"INR"
Prod024,Cus007,Mark004,2018-07-09,24,65769,"INR"
Prod024,Cus007,Mark004,2018-07-20,14,37843,"INR"
Prod024,Cus007,Mark004,2018-07-21,4,10810,"INR"
Prod024,Cus007,Mark004,2018-07-27,6,16218,"INR"
Prod024,Cus007,Mark004,2018-07-30,4,11713,"INR"
Prod024,Cus007,Mark004,2018-08-21,28,75671,"INR"
Prod024,Cus007,Mark004,2018-08-23,12,32435,"INR"
Prod024,Cus007,Mark004,2018-08-29,5,13514,"INR"
Prod024,Cus007,Mark004,2018-09-04,6,15315,"INR"
Prod024,Cus007,Mark004,2018-09-05,20,54056,"INR"
Prod024,Cus007,Mark004,2018-09-07,20,54056,"INR"
Prod024,Cus011,Mark003,2018-09-24,1,2111,"INR"
Prod024,Cus007,Mark004,2018-09-25,3,8106,"INR"
Prod024,Cus007,Mark004,2018-09-27,3,9009,"INR"
Prod024,Cus007,Mark004,2018-10-12,66,179273,"INR"
Prod024,Cus007,Mark004,2018-10-15,12,31532,"INR"
Prod024,Cus007,Mark004,2018-10-16,7,18917,"INR"
Prod024,Cus017,Mark007,2018-10-16,29,29000,"INR"
Prod024,Cus007,Mark004,2018-10-17,40,108097,"INR"
Prod024,Cus007,Mark004,2018-10-25,5,12611,"INR"
Prod024,Cus007,Mark004,2018-10-26,17,45042,"INR"
Prod024,Cus007,Mark004,2018-11-05,101,272968,"INR"
Prod024,Cus007,Mark004,2018-11-06,31,84681,"INR"
Prod024,Cus011,Mark003,2018-11-07,14,28866,"INR"
Prod024,Cus011,Mark003,2018-11-08,63,132352,"INR"
Prod024,Cus007,Mark004,2018-11-09,7,18921,"INR"
Prod024,Cus007,Mark004,2018-11-12,30,80176,"INR"
Prod024,Cus007,Mark004,2018-11-14,20,54056,"INR"
Prod024,Cus007,Mark004,2018-11-16,8,21620,"INR"
Prod024,Cus007,Mark004,2018-11-19,5,14412,"INR"
Prod024,Cus017,Mark007,2018-11-26,40,40000,"INR"
Prod024,Cus007,Mark004,2018-11-28,18,49546,"INR"
Prod024,Cus017,Mark007,2018-12-26,44,44333,"INR"
Prod024,Cus017,Mark007,2019-01-15,36,35667,"INR"
Prod024,Cus017,Mark007,2019-01-30,128,128000,"INR"
Prod024,Cus011,Mark003,2019-02-14,2,4222,"INR"
Prod024,Cus007,Mark004,2019-02-22,7,18019,"INR"
Prod024,Cus011,Mark003,2019-02-25,1,704,"INR"
Prod024,Cus007,Mark004,2019-02-25,3,9009,"INR"
Prod024,Cus007,Mark004,2019-03-01,13,36037,"INR"
Prod024,Cus007,Mark004,2019-03-04,3,7208,"INR"
Prod024,Cus007,Mark004,2019-03-08,9,24324,"INR"
Prod024,Cus007,Mark004,2019-03-15,11,29731,"INR"
Prod024,Cus017,Mark007,2019-03-15,40,40000,"INR"
Prod024,Cus007,Mark004,2019-03-22,11,30634,"INR"
Prod024,Cus007,Mark004,2019-03-29,52,140546,"INR"
Prod024,Cus007,Mark004,2019-04-05,1,3602,"INR"
Prod024,Cus007,Mark004,2019-04-12,36,96398,"INR"
Prod024,Cus007,Mark004,2019-04-23,17,46847,"INR"
Prod024,Cus007,Mark004,2019-04-29,19,50454,"INR"
Prod024,Cus007,Mark004,2019-05-06,8,22523,"INR"
Prod024,Cus007,Mark004,2019-05-10,13,35134,"INR"
Prod024,Cus007,Mark004,2019-05-17,3,8106,"INR"
Prod024,Cus007,Mark004,2019-05-24,17,45949,"INR"
Prod024,Cus007,Mark004,2019-06-03,3,9009,"INR"
Prod024,Cus007,Mark004,2019-06-07,4,9912,"INR"
Prod024,Cus007,Mark004,2019-06-17,18,49551,"INR"
Prod024,Cus017,Mark007,2019-06-18,95,95333,"INR"
Prod024,Cus011,Mark003,2019-06-21,3,6241,"INR"
Prod024,Cus011,Mark003,2019-06-28,1,694,"INR"
Prod024,Cus007,Mark004,2019-06-28,81,218926,"INR"
Prod024,Cus007,Mark004,2019-07-01,227,613532,"INR"
Prod024,Cus011,Mark003,2019-07-08,73,151838,"INR"
Prod024,Cus011,Mark003,2019-07-12,66,136588,"INR"
Prod024,Cus007,Mark004,2019-07-12,38,102704,"INR"
Prod024,Cus007,Mark004,2019-07-19,41,110819,"INR"
Prod024,Cus011,Mark003,2019-07-23,47,97759,"INR"
Prod024,Cus011,Mark003,2019-07-26,5,9708,"INR"
Prod024,Cus007,Mark004,2019-07-26,35,95495,"INR"
Prod024,Cus007,Mark004,2019-08-02,71,192796,"INR"
Prod024,Cus007,Mark004,2019-08-09,68,183787,"INR"
Prod024,Cus007,Mark004,2019-08-16,50,134236,"INR"
Prod024,Cus017,Mark007,2019-08-16,25,24667,"INR"
Prod024,Cus007,Mark004,2019-08-23,54,146852,"INR"
Prod024,Cus017,Mark007,2019-10-08,80,80000,"INR"
Prod024,Cus017,Mark007,2019-10-17,40,40000,"INR"
Prod024,Cus007,Mark004,2019-10-28,153,412620,"INR"
Prod024,Cus007,Mark004,2019-11-22,156,420731,"INR"
Prod024,Cus017,Mark007,2019-11-28,80,80000,"INR"
Prod024,Cus007,Mark004,2019-11-29,16,43245,"INR"
Prod024,Cus007,Mark004,2019-12-13,101,272079,"INR"
Prod024,Cus017,Mark007,2020-01-22,5,4667,"INR"
Prod024,Cus007,Mark004,2020-02-14,6,10097,"INR"
Prod024,Cus017,Mark007,2020-02-28,104,104000,"INR"
Prod024,Cus017,Mark007,2020-03-20,47,47000,"INR"
Prod024,Cus007,Mark004,2020-04-14,73,130083,"INR"
Prod024,Cus007,Mark004,2020-04-20,42,75435,"INR"
Prod024,Cus007,Mark004,2020-05-25,1,593,"INR"
Prod024,Cus007,Mark004,2020-06-08,1,2375,"INR"
Prod024,Cus007,Mark004,2020-06-15,35,62963,"INR"
Prod025,Cus016,Mark002,2017-10-06,2,4569,"INR"
Prod025,Cus016,Mark002,2017-10-13,1,1523,"INR"
Prod025,Cus007,Mark004,2017-10-27,47,166972,"INR"
Prod025,Cus016,Mark002,2017-10-27,1,1523,"INR"
Prod025,Cus007,Mark004,2017-11-06,2,8324,"INR"
Prod025,Cus007,Mark004,2017-11-27,1,1190,"INR"
Prod025,Cus016,Mark002,2017-12-08,1,759,"INR"
Prod025,Cus017,Mark007,2018-03-27,17,25000,"INR"
Prod025,Cus017,Mark007,2018-04-24,17,25000,"INR"
Prod025,Cus007,Mark004,2018-05-16,1,1190,"INR"
Prod025,Cus007,Mark004,2018-05-22,1,1190,"INR"
Prod025,Cus007,Mark004,2018-05-28,7,23792,"INR"
Prod025,Cus007,Mark004,2018-06-04,4,14278,"INR"
Prod025,Cus007,Mark004,2018-06-12,3,10704,"INR"
Prod025,Cus007,Mark004,2018-06-13,8,29741,"INR"
Prod025,Cus007,Mark004,2018-06-14,32,112991,"INR"
Prod025,Cus007,Mark004,2018-07-27,1,2380,"INR"
Prod025,Cus007,Mark004,2018-07-30,2,5949,"INR"
Prod025,Cus007,Mark004,2018-08-03,1,4759,"INR"
Prod025,Cus007,Mark004,2018-08-21,15,53528,"INR"
Prod025,Cus007,Mark004,2018-08-23,6,21412,"INR"
Prod025,Cus007,Mark004,2018-09-05,3,9514,"INR"
Prod025,Cus007,Mark004,2018-09-07,2,8329,"INR"
Prod025,Cus016,Mark002,2018-09-26,6,14569,"INR"
Prod025,Cus007,Mark004,2018-10-02,5,17838,"INR"
Prod025,Cus007,Mark004,2018-10-03,1,3569,"INR"
Prod025,Cus007,Mark004,2018-10-05,5,16653,"INR"
Prod025,Cus007,Mark004,2018-10-06,5,19028,"INR"
Prod025,Cus007,Mark004,2018-10-08,4,15463,"INR"
Prod025,Cus007,Mark004,2018-10-09,2,7134,"INR"
Prod025,Cus007,Mark004,2018-10-17,43,154611,"INR"
Prod025,Cus016,Mark002,2018-10-31,1,1532,"INR"
Prod025,Cus007,Mark004,2018-11-05,18,65407,"INR"
Prod025,Cus007,Mark004,2018-11-06,3,10704,"INR"
Prod025,Cus007,Mark004,2018-11-14,2,5949,"INR"
Prod025,Cus007,Mark004,2018-12-07,3,9519,"INR"
Prod025,Cus007,Mark004,2018-12-14,16,55903,"INR"
Prod025,Cus016,Mark002,2018-12-14,1,2301,"INR"
Prod025,Cus007,Mark004,2018-12-21,6,21412,"INR"
Prod025,Cus016,Mark002,2018-12-21,1,769,"INR"
Prod025,Cus016,Mark002,2019-01-08,15,34500,"INR"
Prod025,Cus007,Mark004,2019-01-11,5,16648,"INR"
Prod025,Cus016,Mark002,2019-02-15,1,2306,"INR"
Prod025,Cus016,Mark002,2019-02-22,1,1537,"INR"
Prod025,Cus007,Mark004,2019-03-01,1,2380,"INR"
Prod025,Cus007,Mark004,2019-03-08,2,8324,"INR"
Prod025,Cus007,Mark004,2019-03-15,5,17843,"INR"
Prod025,Cus016,Mark002,2019-03-15,1,769,"INR"
Prod025,Cus007,Mark004,2019-03-29,1,1190,"INR"
Prod025,Cus007,Mark004,2019-04-05,2,5949,"INR"
Prod025,Cus007,Mark004,2019-04-12,3,11894,"INR"
Prod025,Cus007,Mark004,2019-04-23,1,1190,"INR"
Prod025,Cus007,Mark004,2019-04-29,2,5949,"INR"
Prod025,Cus007,Mark004,2019-05-06,1,2380,"INR"
Prod025,Cus007,Mark004,2019-05-17,1,4759,"INR"
Prod025,Cus007,Mark004,2019-05-24,2,5949,"INR"
Prod025,Cus007,Mark004,2019-06-03,1,2380,"INR"
Prod025,Cus007,Mark004,2019-06-07,1,2380,"INR"
Prod025,Cus016,Mark002,2019-06-14,1,1537,"INR"
Prod025,Cus007,Mark004,2019-06-17,20,70171,"INR"
Prod025,Cus016,Mark002,2019-06-24,3,7671,"INR"
Prod025,Cus007,Mark004,2019-06-28,8,27356,"INR"
Prod025,Cus007,Mark004,2019-07-01,23,80875,"INR"
Prod025,Cus016,Mark002,2019-07-01,1,769,"INR"
Prod025,Cus007,Mark004,2019-07-05,5,19028,"INR"
Prod025,Cus007,Mark004,2019-07-12,9,32111,"INR"
Prod025,Cus016,Mark002,2019-07-12,1,2301,"INR"
Prod025,Cus007,Mark004,2019-07-19,3,10704,"INR"
Prod025,Cus007,Mark004,2019-09-06,7,24977,"INR"
Prod025,Cus007,Mark004,2019-09-13,1,2380,"INR"
Prod025,Cus007,Mark004,2019-09-27,7,24977,"INR"
Prod025,Cus016,Mark002,2019-09-27,1,769,"INR"
Prod025,Cus016,Mark002,2019-10-04,3,6903,"INR"
Prod025,Cus007,Mark004,2019-10-07,22,77310,"INR"
Prod025,Cus007,Mark004,2019-10-21,15,52333,"INR"
Prod025,Cus007,Mark004,2019-10-28,14,51144,"INR"
Prod025,Cus007,Mark004,2019-11-22,1,1190,"INR"
Prod025,Cus007,Mark004,2019-11-29,1,1190,"INR"
Prod025,Cus007,Mark004,2019-12-06,1,2380,"INR"
Prod025,Cus007,Mark004,2019-12-13,1,2380,"INR"
Prod025,Cus007,Mark004,2020-01-10,1,2380,"INR"
Prod025,Cus007,Mark004,2020-01-17,1,3569,"INR"
Prod025,Cus007,Mark004,2020-02-07,1,782,"INR"
Prod025,Cus007,Mark004,2020-02-21,10,23514,"INR"
Prod025,Cus007,Mark004,2020-03-06,24,57218,"INR"
Prod025,Cus016,Mark002,2020-03-06,2,3833,"INR"
Prod025,Cus016,Mark002,2020-03-12,18,42171,"INR"
Prod025,Cus016,Mark002,2020-03-13,1,1537,"INR"
Prod025,Cus016,Mark002,2020-03-24,9,19935,"INR"
Prod025,Cus007,Mark004,2020-04-03,9,21944,"INR"
Prod025,Cus016,Mark002,2020-04-07,5,10736,"INR"
Prod025,Cus016,Mark002,2020-04-16,2,4602,"INR"
Prod025,Cus007,Mark004,2020-04-17,23,53296,"INR"
Prod025,Cus016,Mark002,2020-04-22,10,22236,"INR"
Prod025,Cus016,Mark002,2020-05-08,1,1532,"INR"
Prod025,Cus016,Mark002,2020-05-14,1,1532,"INR"
Prod025,Cus016,Mark002,2020-05-30,17,39102,"INR"
Prod025,Cus016,Mark002,2020-06-05,25,57505,"INR"
Prod025,Cus007,Mark004,2020-06-15,22,52514,"INR"
Prod025,Cus016,Mark002,2020-06-16,8,17634,"INR"
Prod026,Cus030,Mark007,2017-10-05,86,47528,"INR"
Prod026,Cus030,Mark007,2017-10-06,14,7921,"INR"
Prod026,Cus030,Mark007,2017-10-11,43,23764,"INR"
Prod026,Cus030,Mark007,2017-10-16,57,31685,"INR"
Prod026,Cus030,Mark007,2017-10-19,43,23764,"INR"
Prod026,Cus030,Mark007,2017-10-20,14,7921,"INR"
Prod026,Cus030,Mark007,2017-10-25,72,39606,"INR"
Prod026,Cus030,Mark007,2017-10-26,86,47537,"INR"
Prod026,Cus030,Mark007,2017-10-27,14,7921,"INR"
Prod026,Cus030,Mark007,2017-11-02,29,15843,"INR"
Prod026,Cus030,Mark007,2017-11-03,86,47528,"INR"
Prod026,Cus030,Mark007,2017-11-06,14,7921,"INR"
Prod026,Cus030,Mark007,2017-12-20,14,7921,"INR"
Prod026,Cus030,Mark007,2017-12-21,43,23769,"INR"
Prod026,Cus030,Mark007,2017-12-28,43,23769,"INR"
